country,customer_ID,invoice_number,invoice_date,due_date,invoice_amount_usd,disputed,dispute_lost,settled_date,days_to_settle,days_late
China,8156-PCYBM,7459726574,2021-03-27,2021-04-26,7457,0,0,2021-04-28,32,2
Russia,6004-KITZM,7461173643,2020-11-25,2020-12-25,7942,0,0,2020-12-10,15,0
Spain,1168-BEASA,7463017763,2020-11-29,2020-12-29,6376,0,0,2020-12-27,28,0
China,6160-HCSFI,7469612917,2021-05-16,2021-06-15,8572,0,0,2021-05-30,14,0
Russia,2824-HJQPP,7472160858,2020-03-10,2020-04-09,6688,1,0,2020-04-17,38,8
United States,9323-NDIOV,7479585452,2020-07-29,2020-08-28,6814,0,0,2020-08-27,29,0
China,2676-DZINU,7481115235,2020-10-21,2020-11-20,7670,0,0,2020-11-06,16,0
Spain,1408-OQZUE,7483503715,2020-04-11,2020-05-11,5475,0,0,2020-05-07,26,0
Spain,1168-BEASA,7483571988,2021-11-09,2021-12-09,8532,0,0,2021-11-23,14,0
Russia,8364-UWVLM,7485620358,2020-11-27,2020-12-27,5070,0,0,2020-12-21,24,0
United States,3993-QUNVJ,7490803947,2021-01-31,2021-03-02,6879,0,0,2021-02-08,8,0
Russia,5875-VZQCZ,7495748603,2020-09-20,2020-10-20,6366,0,0,2020-10-17,27,0
France,4632-QZOKX,9027126182,2021-05-29,2021-06-28,4625,1,1,2021-07-01,33,3
Spain,0688-XNJRO,7497563219,2021-09-01,2021-10-01,3399,1,0,2021-10-21,50,20
France,7938-EVASK,7498359819,2020-09-21,2020-10-21,7275,0,0,2020-10-25,34,4
France,9322-YCTQO,7504945766,2021-05-09,2021-06-08,8691,0,0,2021-06-14,36,6
France,5573-KSOIA,7510320434,2021-07-22,2021-08-21,7077,0,0,2021-08-28,37,7
United States,5592-UQXSS,7514433905,2020-04-22,2020-05-22,4208,0,0,2020-05-26,34,4
United States,6077-FDQRK,7516274125,2021-05-23,2021-06-22,3450,0,0,2021-06-03,11,0
United States,6077-FDQRK,7517563980,2020-12-25,2021-01-24,5587,0,0,2021-01-13,19,0
China,5529-TBPGK,7524155753,2021-09-20,2021-10-20,9103,0,0,2021-10-24,34,4
China,9014-WENVB,7534126416,2020-09-12,2020-10-12,5364,0,0,2020-10-08,26,0
France,5164-VMYWJ,7541035636,2021-07-23,2021-08-22,8115,0,0,2021-08-13,21,0
Russia,5875-VZQCZ,7541301534,2021-05-30,2021-06-29,7396,0,0,2021-06-19,20,0
France,7938-EVASK,3924052139,2021-06-05,2021-07-05,10311,1,0,2021-07-26,51,21
Russia,1604-LIFKX,7550415361,2021-10-24,2021-11-23,8365,0,0,2021-12-06,43,13
Russia,8887-NCUZC,7555055375,2021-03-22,2021-04-21,2419,1,0,2021-04-25,34,4
France,0783-PEPYR,7555537204,2020-12-31,2021-01-30,6656,0,0,2021-02-03,34,4
Spain,9883-SDWFS,7563163902,2021-04-25,2021-05-25,2158,1,0,2021-06-10,46,16
United States,6077-FDQRK,7567097895,2020-03-30,2020-04-29,2690,0,0,2020-04-16,17,0
China,2676-DZINU,7574832061,2020-06-10,2020-07-10,6373,0,0,2020-07-01,21,0
France,3448-OWJOT,1529029372,2021-03-12,2021-04-11,4997,1,0,2021-04-14,33,3
United States,0706-NRGUP,7577985769,2020-09-28,2020-10-28,2100,0,0,2020-10-24,26,0
United States,6831-FIODB,7578902156,2020-09-21,2020-10-21,3325,1,0,2020-11-03,43,13
United States,3993-QUNVJ,7579897588,2020-05-02,2020-06-01,6342,0,0,2020-05-23,21,0
China,2676-DZINU,7581184012,2021-02-05,2021-03-07,4130,0,0,2021-02-23,18,0
Russia,1604-LIFKX,7584011927,2020-11-05,2020-12-05,6861,0,0,2020-12-15,40,10
France,5573-KSOIA,7588924933,2020-04-17,2020-05-17,6954,0,0,2020-05-20,33,3
France,7600-OISKG,4062781273,2021-06-06,2021-07-06,6368,1,1,2021-07-11,35,5
Russia,8364-UWVLM,7604918128,2020-12-05,2021-01-04,10144,1,0,2020-12-25,20,0
United States,7856-ODQFO,7605231033,2020-09-12,2020-10-12,4379,0,0,2020-09-30,18,0
United States,0625-TNJFG,7615315828,2021-05-10,2021-06-09,3686,0,0,2021-06-08,29,0
China,9174-IYKOC,7615433776,2020-09-29,2020-10-29,8071,0,0,2020-10-27,28,0
France,5573-KSOIA,7619071494,2021-06-17,2021-07-17,7222,0,0,2021-07-24,37,7
France,6048-QPZCF,2732194894,2021-06-09,2021-07-09,7708,1,0,2021-06-27,18,0
France,6833-ETVHD,7630260848,2021-06-02,2021-07-02,8687,0,0,2021-06-29,27,0
France,0783-PEPYR,7640437486,2020-03-10,2020-04-09,7562,0,0,2020-04-12,33,3
United States,9928-IJYBQ,7642713224,2021-08-24,2021-09-23,5329,0,0,2021-09-18,25,0
China,3569-VJWXS,7651606558,2020-04-17,2020-05-17,5992,1,0,2020-05-29,42,12
United States,0465-DTULQ,7655234333,2020-10-03,2020-11-02,4985,0,0,2020-11-07,35,5
Spain,9460-VAZGD,7662622783,2020-12-27,2021-01-26,1500,0,0,2021-01-07,11,0
China,6708-DPYTF,7662777416,2021-09-08,2021-10-08,6419,0,0,2021-10-10,32,2
France,1447-YZKCL,7665948122,2021-02-13,2021-03-15,6787,0,0,2021-03-13,28,0
Spain,6391-GBFQJ,7668955519,2021-10-01,2021-10-31,2572,1,0,2021-11-02,32,2
United States,2447-JCFGW,7672209595,2020-04-21,2020-05-21,6041,0,0,2020-05-16,25,0
China,8820-BLYDZ,7675257333,2021-02-02,2021-03-04,7735,0,0,2021-02-11,9,0
Spain,9286-VLKMI,7679449609,2021-03-06,2021-04-05,4739,0,0,2021-03-06,0,0
France,4651-PMEXQ,7680218680,2021-01-28,2021-02-27,6556,0,0,2021-02-22,25,0
China,5196-TWQXF,7683330179,2020-05-23,2020-06-22,5044,0,0,2020-06-28,36,6
United States,2026-XLBER,7685298565,2020-10-19,2020-11-18,6231,0,0,2020-11-05,17,0
United States,6831-FIODB,7690941431,2021-02-18,2021-03-20,4111,0,0,2021-03-19,29,0
Spain,7372-CESLR,7692447978,2021-01-01,2021-01-31,3725,1,0,2021-01-31,30,0
United States,2447-JCFGW,7697000588,2021-11-18,2021-12-18,5430,0,0,2021-12-04,16,0
France,8976-AMJEO,7698255051,2021-08-18,2021-09-17,7879,0,0,2021-09-09,22,0
United States,7260-ZHAKS,7704631121,2021-07-24,2021-08-23,6520,0,0,2021-08-14,21,0
China,0709-LZRJV,7706707710,2021-03-14,2021-04-13,6816,0,0,2021-04-08,25,0
China,9174-IYKOC,7714500054,2021-11-14,2021-12-14,5761,0,0,2021-12-06,22,0
United States,9323-NDIOV,7716386851,2020-09-10,2020-10-10,4083,0,0,2020-09-27,17,0
France,5164-VMYWJ,7717855496,2020-07-11,2020-08-10,7252,0,0,2020-08-10,30,0
Spain,7654-DOLHO,7719614573,2020-10-05,2020-11-04,4397,0,0,2020-11-02,28,0
China,9014-WENVB,7720415253,2020-12-19,2021-01-18,6608,0,0,2021-01-06,18,0
Spain,9286-VLKMI,7722226334,2021-06-10,2021-07-10,5155,0,0,2021-06-10,0,0
United States,7856-ODQFO,7736319597,2020-12-22,2021-01-21,5292,1,0,2021-01-16,25,0
United States,2447-JCFGW,7740692207,2020-03-21,2020-04-20,6951,0,0,2020-04-20,30,0
China,2423-QOKIO,7751899037,2021-04-06,2021-05-06,4777,0,0,2021-05-08,32,2
China,6160-HCSFI,7753761369,2021-02-12,2021-03-14,7578,0,0,2021-02-26,14,0
Spain,9250-VHLWY,7757363585,2021-05-23,2021-06-22,4412,0,0,2021-06-22,30,0
United States,9323-NDIOV,7762178946,2021-04-16,2021-05-16,5966,0,0,2021-05-12,26,0
Spain,7372-CESLR,7769806886,2021-06-28,2021-07-28,3813,0,0,2021-07-17,19,0
France,8976-AMJEO,7786851730,2020-04-15,2020-05-15,5974,0,0,2020-05-08,23,0
France,0783-PEPYR,7787761526,2020-03-17,2020-04-16,6433,0,0,2020-04-20,34,4
China,8156-PCYBM,7788984844,2020-11-23,2020-12-23,6800,0,0,2020-12-16,23,0
China,6708-DPYTF,7790893341,2020-05-23,2020-06-22,7959,0,0,2020-07-05,43,13
France,8976-AMJEO,9784423697,2021-06-09,2021-07-09,8779,1,0,2021-07-18,39,9
Spain,9883-SDWFS,7793237120,2020-11-08,2020-12-08,1144,1,0,2021-01-01,54,24
Spain,3271-YDPUJ,7795526633,2021-04-06,2021-05-06,2795,0,0,2021-04-28,22,0
France,5284-DJOZO,7802365347,2020-04-09,2020-05-09,6980,0,0,2020-04-23,14,0
China,3569-VJWXS,7807904455,2021-08-01,2021-08-31,6419,1,0,2021-08-26,25,0
United States,3831-FXWYK,7809215596,2020-12-27,2021-01-26,7185,0,0,2021-02-01,36,6
China,2820-XGXSB,7821939794,2020-02-13,2020-03-14,7045,0,0,2020-02-17,4,0
Spain,1168-BEASA,7829407127,2020-09-05,2020-10-05,6146,0,0,2020-10-03,28,0
United States,9149-MATVB,7830094350,2021-09-21,2021-10-21,4217,0,0,2021-10-14,23,0
Russia,9181-HEKGV,7832843148,2020-06-14,2020-07-14,7867,1,0,2020-08-07,54,24
United States,3831-FXWYK,7832966824,2020-02-10,2020-03-11,6454,0,0,2020-03-22,41,11
Russia,5148-SYKLB,7837870930,2020-09-21,2020-10-21,7369,1,0,2020-11-07,47,17
Spain,8690-EEBEO,7838596678,2021-08-19,2021-09-18,3626,0,0,2021-09-25,37,7
United States,0465-DTULQ,7839294116,2020-01-09,2020-02-08,4022,0,0,2020-02-13,35,5
China,2125-HJDLA,7845388340,2021-04-24,2021-05-24,3925,0,0,2021-05-28,34,4
China,0709-LZRJV,7851279717,2021-10-15,2021-11-14,6129,0,0,2021-11-06,22,0
Spain,8690-EEBEO,7854660723,2021-04-09,2021-05-09,8460,0,0,2021-05-16,37,7
France,1447-YZKCL,7859471043,2020-07-24,2020-08-23,7939,0,0,2020-09-01,39,9
China,7209-MDWKR,7861925284,2021-05-22,2021-06-21,4937,0,0,2021-07-02,41,11
China,5920-DPXLN,7862469216,2020-11-18,2020-12-18,5602,0,0,2020-12-10,22,0
France,5284-DJOZO,7864694123,2020-07-30,2020-08-29,6780,0,0,2020-08-15,16,0
China,3569-VJWXS,7866551143,2020-02-17,2020-03-18,5107,0,0,2020-03-11,23,0
France,6048-QPZCF,7867299622,2020-01-21,2020-02-20,7206,0,0,2020-01-31,10,0
Russia,5148-SYKLB,7867318195,2020-01-16,2020-02-15,7401,0,0,2020-02-01,16,0
France,4651-PMEXQ,7871204146,2020-02-14,2020-03-15,8309,0,0,2020-03-13,28,0
Russia,8887-NCUZC,7873704598,2020-03-29,2020-04-28,1047,0,0,2020-04-27,29,0
France,9725-EZTEJ,6548329103,2021-06-11,2021-07-11,8121,1,1,2021-07-13,32,2
France,9771-QTLGZ,9534543247,2021-06-14,2021-07-14,5547,1,1,2021-06-24,10,0
United States,7228-LEPPM,7881731765,2020-03-13,2020-04-12,4622,0,0,2020-04-21,39,9
Spain,3676-CQAIF,7884124958,2020-06-19,2020-07-19,3974,0,0,2020-07-21,32,2
France,9322-YCTQO,7885181731,2020-02-01,2020-03-02,8713,0,0,2020-03-15,43,13
France,4092-ZAVRG,7890869729,2020-11-25,2020-12-25,8771,0,0,2020-11-30,5,0
United States,2687-XWAMA,7893242563,2021-03-17,2021-04-16,3766,0,0,2021-03-29,12,0
China,0709-LZRJV,7896000091,2020-12-01,2020-12-31,3841,1,0,2021-01-16,46,16
Spain,9286-VLKMI,7903274357,2020-08-31,2020-09-30,5780,0,0,2020-09-11,11,0
Russia,8102-ABPKQ,7913946826,2021-06-27,2021-07-27,4845,1,0,2021-08-22,56,26
Russia,5613-UHVMG,7914349615,2021-07-10,2021-08-09,6560,0,0,2021-08-08,29,0
Russia,7946-HJDUR,7932116400,2021-02-07,2021-03-09,3886,0,0,2021-03-14,35,5
Spain,3271-YDPUJ,7934803012,2020-10-17,2020-11-16,6396,1,0,2020-11-28,42,12
United States,7260-ZHAKS,7935547980,2020-12-08,2021-01-07,6627,0,0,2020-12-30,22,0
United States,9928-IJYBQ,7939830476,2020-07-18,2020-08-17,6779,1,0,2020-09-09,53,23
France,3448-OWJOT,6900171661,2021-06-25,2021-07-25,5334,1,1,2021-07-30,35,5
Russia,9181-HEKGV,7948353278,2020-01-29,2020-02-28,5908,1,0,2020-03-19,50,20
France,6048-QPZCF,5043434563,2021-06-28,2021-07-28,6820,1,0,2021-07-14,16,0
United States,7856-ODQFO,7949269803,2020-10-07,2020-11-06,4483,0,0,2020-10-23,16,0
China,9212-BTDMX,7952881452,2021-07-04,2021-08-03,3896,0,0,2021-07-17,13,0
United States,7228-LEPPM,7957459350,2021-08-01,2021-08-31,5580,0,0,2021-09-16,46,16
Russia,3568-JJMFW,7957903409,2021-11-15,2021-12-15,8229,0,0,2021-11-20,5,0
United States,7758-WKLVM,7958057215,2021-07-30,2021-08-29,6559,1,0,2021-09-24,56,26
Spain,9286-VLKMI,7961973380,2021-10-22,2021-11-21,4164,0,0,2021-10-24,2,0
China,8820-BLYDZ,7976742421,2020-07-06,2020-08-05,5433,0,0,2020-07-17,11,0
United States,5592-UQXSS,7977041657,2020-06-13,2020-07-13,4352,0,0,2020-07-17,34,4
Spain,7654-DOLHO,7977287829,2020-09-29,2020-10-29,4641,0,0,2020-10-23,24,0
United States,7228-LEPPM,7979390388,2020-10-22,2020-11-21,3449,0,0,2020-12-02,41,11
China,3598-DNURW,7987067619,2020-03-06,2020-04-05,6783,0,0,2020-03-28,22,0
Spain,7654-DOLHO,7987083569,2020-07-21,2020-08-20,1737,0,0,2020-08-20,30,0
United States,9149-MATVB,7991968212,2021-01-18,2021-02-17,7295,0,0,2021-02-08,21,0
France,7938-EVASK,7992662919,2021-05-29,2021-06-28,5685,0,0,2021-07-02,34,4
China,6708-DPYTF,7992871769,2021-10-03,2021-11-02,9922,0,0,2021-11-17,45,15
China,3598-DNURW,7993778070,2020-08-14,2020-09-13,5066,0,0,2020-09-10,27,0
Spain,9460-VAZGD,8009169493,2020-01-14,2020-02-13,6590,0,0,2020-02-03,20,0
Spain,1168-BEASA,8011401581,2020-02-29,2020-03-30,2463,0,0,2020-03-21,21,0
Russia,8887-NCUZC,8016290722,2020-12-01,2020-12-31,3080,0,0,2021-01-09,39,9
China,0709-LZRJV,8017340942,2021-04-23,2021-05-23,1953,0,0,2021-05-21,28,0
China,7841-HROAQ,8019405718,2021-06-06,2021-07-06,4799,1,0,2021-07-11,35,5
Russia,2824-HJQPP,8024350758,2020-09-04,2020-10-04,4451,0,0,2020-09-28,24,0
China,2676-DZINU,8026688554,2021-02-14,2021-03-16,6072,0,0,2021-02-23,9,0
Russia,1604-LIFKX,8030080145,2020-07-02,2020-08-01,8716,0,0,2020-08-06,35,5
China,0379-NEVHP,8033892101,2021-04-03,2021-05-03,7434,0,0,2021-04-19,16,0
China,2423-QOKIO,8035927112,2021-03-14,2021-04-13,4827,0,0,2021-04-10,27,0
United States,2687-XWAMA,8044630018,2020-07-13,2020-08-12,4668,0,0,2020-07-30,17,0
China,9174-IYKOC,8052943053,2021-11-27,2021-12-27,7160,0,0,2021-12-18,21,0
United States,2026-XLBER,8056734091,2020-09-14,2020-10-14,5087,0,0,2020-10-03,19,0
United States,2026-XLBER,8057232722,2020-01-09,2020-02-08,8312,0,0,2020-01-30,21,0
France,6833-ETVHD,8061367328,2020-06-06,2020-07-06,8279,0,0,2020-06-18,12,0
France,9758-AIEIK,8062397322,2021-09-14,2021-10-14,6965,0,0,2021-10-01,17,0
China,9014-WENVB,8066534559,2021-09-26,2021-10-26,6495,0,0,2021-10-19,23,0
Spain,9286-VLKMI,8066734147,2020-06-04,2020-07-04,4171,0,0,2020-06-16,12,0
Russia,6627-ELFBK,8075572741,2021-02-01,2021-03-03,6959,1,1,2021-03-09,36,6
Russia,8102-ABPKQ,8077742155,2020-07-31,2020-08-30,5550,1,0,2020-09-13,44,14
China,8820-BLYDZ,8081319512,2020-01-06,2020-02-05,7805,0,0,2020-01-16,10,0
France,4651-PMEXQ,8082355258,2020-07-12,2020-08-11,6884,0,0,2020-08-03,22,0
France,4092-ZAVRG,8082796197,2021-02-06,2021-03-08,8293,0,0,2021-02-10,4,0
Russia,3271-HYHDN,8086151417,2021-01-09,2021-02-08,4985,0,0,2021-01-12,3,0
China,9841-XLGBV,8088935090,2020-12-20,2021-01-19,5003,0,0,2021-01-23,34,4
China,6708-DPYTF,8097727269,2020-07-11,2020-08-10,6900,0,0,2020-08-13,33,3
France,6048-QPZCF,4516618888,2021-07-07,2021-08-06,7196,1,1,2021-08-02,26,0
Spain,1408-OQZUE,8099966017,2021-06-21,2021-07-21,3678,1,0,2021-08-04,44,14
United States,6831-FIODB,8106002715,2021-01-20,2021-02-19,1744,0,0,2021-02-20,31,1
China,6708-DPYTF,8111779828,2021-10-24,2021-11-23,9324,0,0,2021-12-03,40,10
Spain,9286-VLKMI,8119664084,2021-09-29,2021-10-29,4732,0,0,2021-09-30,1,0
Russia,6627-ELFBK,8130568082,2020-04-06,2020-05-06,6730,0,0,2020-05-01,25,0
France,8976-AMJEO,8131076647,2020-12-08,2021-01-07,6872,0,0,2021-01-02,25,0
France,3448-OWJOT,8394111674,2021-07-10,2021-08-09,7888,1,1,2021-07-31,21,0
France,9758-AIEIK,8136944092,2020-03-23,2020-04-22,3739,0,0,2020-04-20,28,0
France,1447-YZKCL,8137093063,2021-08-22,2021-09-21,7869,0,0,2021-09-26,35,5
Spain,3676-CQAIF,8140634585,2021-07-06,2021-08-05,2490,0,0,2021-08-07,32,2
Russia,9181-HEKGV,8143888831,2020-02-16,2020-03-17,6402,0,0,2020-03-16,29,0
Spain,7654-DOLHO,8144548869,2020-05-16,2020-06-15,3620,0,0,2020-06-06,21,0
Spain,8690-EEBEO,8146803755,2020-01-29,2020-02-28,4983,0,0,2020-03-06,37,7
United States,5592-UQXSS,8147753421,2020-06-21,2020-07-21,822,0,0,2020-07-07,16,0
Spain,1168-BEASA,8147793831,2021-02-03,2021-03-05,2065,0,0,2021-02-21,18,0
France,6048-QPZCF,4771056498,2021-07-12,2021-08-11,7145,1,0,2021-07-28,16,0
United States,7050-KQLDO,8149632060,2021-03-18,2021-04-17,8833,0,0,2021-04-12,25,0
United States,6831-FIODB,8156321502,2020-08-27,2020-09-26,5208,0,0,2020-09-24,28,0
Russia,3568-JJMFW,8158808494,2020-02-21,2020-03-22,5621,1,0,2020-03-10,18,0
France,9758-AIEIK,8161191244,2021-07-13,2021-08-12,10979,1,0,2021-08-16,34,4
Russia,6627-ELFBK,8164212163,2021-04-30,2021-05-30,2741,1,0,2021-06-06,37,7
France,2621-XCLEH,9153643214,2021-07-16,2021-08-15,7808,1,0,2021-09-02,48,18
Spain,8690-EEBEO,8164708697,2020-04-24,2020-05-24,5280,0,0,2020-05-30,36,6
China,2125-HJDLA,8165388862,2021-09-22,2021-10-22,4246,0,0,2021-11-01,40,10
France,9758-AIEIK,8166776603,2020-01-31,2020-03-01,8113,0,0,2020-02-20,20,0
United States,7856-ODQFO,8184291649,2021-04-07,2021-05-07,947,0,0,2021-04-27,20,0
United States,2026-XLBER,8193327667,2020-07-14,2020-08-13,5770,0,0,2020-07-31,17,0
China,1080-NDGAE,8193630211,2020-03-10,2020-04-09,8582,1,0,2020-04-14,35,5
France,3448-OWJOT,5160746172,2021-07-17,2021-08-16,7689,1,0,2021-08-10,24,0
United States,6077-FDQRK,8200853537,2020-11-14,2020-12-14,6066,0,0,2020-11-29,15,0
China,2820-XGXSB,8203817830,2020-03-23,2020-04-22,9234,0,0,2020-03-28,5,0
United States,2026-XLBER,8207456004,2020-03-09,2020-04-08,1857,0,0,2020-04-01,23,0
Spain,1168-BEASA,8223221939,2020-11-16,2020-12-16,8422,1,0,2020-12-28,42,12
United States,7260-ZHAKS,8227346978,2021-01-30,2021-03-01,5371,0,0,2021-02-25,26,0
Russia,3271-HYHDN,8240701264,2021-01-05,2021-02-04,4610,0,0,2021-01-12,7,0
China,9014-WENVB,8240803259,2020-06-20,2020-07-20,6707,0,0,2020-07-20,30,0
China,8156-PCYBM,8243963846,2020-03-04,2020-04-03,5930,0,0,2020-03-31,27,0
United States,6077-FDQRK,8244116210,2020-08-06,2020-09-05,4735,0,0,2020-08-28,22,0
United States,9149-MATVB,8249581875,2021-12-02,2022-01-01,3850,0,0,2021-12-16,14,0
China,2820-XGXSB,8252449224,2020-12-18,2021-01-17,10868,0,0,2020-12-22,4,0
Russia,8102-ABPKQ,8258508334,2020-07-25,2020-08-24,6139,1,0,2020-09-04,41,11
France,8389-TCXFQ,9506972426,2021-07-17,2021-08-16,7626,1,1,2021-08-13,27,0
United States,7228-LEPPM,8262359020,2021-01-16,2021-02-15,4774,0,0,2021-02-26,41,11
Spain,6391-GBFQJ,8269617897,2021-07-28,2021-08-27,4179,0,0,2021-08-12,15,0
China,6632-CGYHU,8273477766,2020-01-29,2020-02-28,5113,0,0,2020-02-21,23,0
China,9174-IYKOC,8273521159,2021-08-17,2021-09-16,5760,0,0,2021-09-06,20,0
China,9212-BTDMX,8276169596,2021-06-12,2021-07-12,5319,0,0,2021-06-28,16,0
China,7841-HROAQ,8277025756,2020-12-02,2021-01-01,8474,0,0,2021-01-08,37,7
China,2820-XGXSB,8282397668,2021-08-22,2021-09-21,10267,0,0,2021-08-29,7,0
China,7209-MDWKR,8284200295,2021-08-11,2021-09-10,9042,0,0,2021-09-12,32,2
France,6833-ETVHD,8292540307,2021-08-12,2021-09-11,7588,0,0,2021-09-02,21,0
France,1447-YZKCL,8401420623,2021-07-19,2021-08-18,11666,1,0,2021-08-28,40,10
United States,0465-DTULQ,8301711992,2021-07-29,2021-08-28,8336,1,0,2021-08-26,28,0
France,9322-YCTQO,8315488143,2021-01-08,2021-02-07,8998,0,0,2021-02-11,34,4
China,2423-QOKIO,8317322623,2021-04-23,2021-05-23,7498,0,0,2021-05-28,35,5
United States,6831-FIODB,8329193507,2021-08-08,2021-09-07,4320,0,0,2021-08-26,18,0
France,5164-VMYWJ,8336544833,2021-08-10,2021-09-09,4549,0,0,2021-09-01,22,0
China,3598-DNURW,8342469093,2020-11-16,2020-12-16,4607,0,0,2020-11-23,7,0
China,7209-MDWKR,8343505064,2020-12-16,2021-01-15,6120,0,0,2021-01-15,30,0
United States,3993-QUNVJ,8346126237,2021-10-31,2021-11-30,6143,0,0,2021-11-05,5,0
United States,7228-LEPPM,8346602190,2020-08-07,2020-09-06,6058,0,0,2020-09-10,34,4
China,0187-ERLSR,8350497297,2021-03-16,2021-04-15,7327,1,0,2021-04-04,19,0
China,6708-DPYTF,8365287542,2020-08-01,2020-08-31,5769,0,0,2020-09-08,38,8
France,8389-TCXFQ,8365605418,2021-06-06,2021-07-06,6516,0,0,2021-06-14,8,0
France,7938-EVASK,7249316066,2021-07-21,2021-08-20,7868,1,0,2021-09-02,43,13
Spain,9250-VHLWY,8375759964,2020-05-24,2020-06-23,3683,0,0,2020-06-17,24,0
France,4092-ZAVRG,4591110269,2021-07-23,2021-08-22,7288,1,1,2021-08-11,19,0
China,0379-NEVHP,8385411888,2021-02-17,2021-03-19,7925,0,0,2021-03-11,22,0
Spain,1408-OQZUE,8389404239,2021-04-11,2021-05-11,4406,0,0,2021-05-11,30,0
Spain,9250-VHLWY,8389561226,2020-03-24,2020-04-23,5367,0,0,2020-04-17,24,0
Russia,8102-ABPKQ,8390889307,2020-09-23,2020-10-23,6792,1,0,2020-11-06,44,14
China,2820-XGXSB,8391160851,2020-08-25,2020-09-24,7453,0,0,2020-09-01,7,0
France,5573-KSOIA,8391971820,2020-01-20,2020-02-19,7091,0,0,2020-02-23,34,4
France,7600-OISKG,681889913,2021-07-24,2021-08-23,4817,1,0,2021-08-22,29,0
France,7938-EVASK,8400290228,2020-07-13,2020-08-12,8831,0,0,2020-08-28,46,16
France,5284-DJOZO,9219327120,2021-07-25,2021-08-24,6030,1,1,2021-08-11,17,0
Spain,3271-YDPUJ,8412636726,2020-02-04,2020-03-05,4329,0,0,2020-02-28,24,0
United States,0706-NRGUP,8419584909,2021-02-07,2021-03-09,2649,0,0,2021-03-16,37,7
France,9117-LYRCE,8420453376,2020-10-11,2020-11-10,8660,0,0,2020-11-13,33,3
Spain,6391-GBFQJ,8426420017,2021-01-31,2021-03-02,1548,0,0,2021-02-12,12,0
France,1447-YZKCL,8427086210,2021-10-30,2021-11-29,8727,0,0,2021-12-05,36,6
China,9174-IYKOC,8428274862,2021-04-07,2021-05-07,7701,0,0,2021-04-29,22,0
China,5920-DPXLN,8429016073,2020-10-25,2020-11-24,4055,0,0,2020-11-21,27,0
Russia,7946-HJDUR,8429898953,2020-09-12,2020-10-12,5100,0,0,2020-10-05,23,0
United States,2687-XWAMA,8444345875,2020-02-27,2020-03-28,4171,0,0,2020-03-11,13,0
Russia,8102-ABPKQ,8447618970,2021-06-18,2021-07-18,6459,1,0,2021-08-06,49,19
United States,0706-NRGUP,8449889683,2020-11-14,2020-12-14,2061,0,0,2020-12-09,25,0
Russia,7946-HJDUR,8450356834,2021-03-09,2021-04-08,5021,0,0,2021-04-08,30,0
France,9771-QTLGZ,4160925882,2021-07-26,2021-08-25,4119,1,0,2021-08-11,16,0
France,0783-PEPYR,8456442808,2021-07-05,2021-08-04,4956,0,0,2021-08-16,42,12
France,4640-FGEJI,8459323044,2021-01-14,2021-02-13,4013,0,0,2021-02-17,34,4
United States,0465-DTULQ,8461427104,2021-01-11,2021-02-10,5214,1,0,2021-02-20,40,10
Russia,2824-HJQPP,8462827944,2021-04-01,2021-05-01,5240,0,0,2021-04-18,17,0
Russia,7695-NKUXM,8464039248,2021-06-30,2021-07-30,6305,0,0,2021-07-03,3,0
Spain,3271-YDPUJ,8466153246,2020-06-03,2020-07-03,3530,0,0,2020-07-03,30,0
France,2621-XCLEH,8912612689,2021-07-28,2021-08-27,9217,1,0,2021-09-12,46,16
Spain,7372-CESLR,8469604228,2021-06-08,2021-07-08,4634,0,0,2021-06-21,13,0
Spain,6177-VTITE,8471061442,2020-11-24,2020-12-24,1906,1,0,2020-12-09,15,0
Spain,9286-VLKMI,8471592455,2020-12-30,2021-01-29,5196,0,0,2021-01-04,5,0
China,9014-WENVB,8473757844,2021-06-05,2021-07-05,2613,0,0,2021-07-13,38,8
France,6048-QPZCF,8478661655,2021-09-24,2021-10-24,5437,0,0,2021-09-29,5,0
Spain,7654-DOLHO,8482497127,2021-04-12,2021-05-12,1606,0,0,2021-05-07,25,0
France,4092-ZAVRG,8483378519,2020-01-04,2020-02-03,7521,0,0,2020-01-13,9,0
United States,0465-DTULQ,8488549558,2020-04-28,2020-05-28,4362,1,0,2020-06-12,45,15
Russia,7695-NKUXM,8489952796,2021-06-22,2021-07-22,5319,0,0,2021-06-25,3,0
Spain,0688-XNJRO,8493182849,2020-01-18,2020-02-17,1803,0,0,2020-03-22,64,34
France,3448-OWJOT,781909762,2021-07-30,2021-08-29,6671,1,1,2021-09-09,41,11
United States,2026-XLBER,8503873648,2020-10-29,2020-11-28,3787,0,0,2020-11-11,13,0
United States,6077-FDQRK,8513935149,2020-08-04,2020-09-03,3014,0,0,2020-08-30,26,0
France,7600-OISKG,3109120531,2021-08-04,2021-09-03,9054,1,0,2021-09-02,29,0
France,8976-AMJEO,8517033976,2021-03-21,2021-04-20,7099,0,0,2021-04-23,33,3
Russia,5613-UHVMG,8523083533,2020-09-12,2020-10-12,4112,1,1,2020-10-21,39,9
United States,2687-XWAMA,8527409222,2020-05-19,2020-06-18,6797,0,0,2020-05-31,12,0
Spain,0688-XNJRO,8528877072,2020-01-12,2020-02-11,6419,0,0,2020-02-24,43,13
United States,4460-ZXNDN,8548423449,2020-06-09,2020-07-09,5160,0,0,2020-07-23,44,14
